,FIRE_YEAR,DISCOVER_1,STAT_CAU_1,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,Coordinates
1034799,2000,130,Debris Burning,,3.0,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1036533,2000,57,Debris Burning,,1.0,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1030937,1999,345,Debris Burning,,0.3,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1043701,2001,57,Arson,,3.0,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1042207,2001,42,Debris Burning,,0.1,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1034835,2000,38,Arson,,0.1,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1032409,1999,298,Children,,0.1,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1056491,2004,307,Arson,,0.1,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1032408,1999,283,Debris Burning,,0.5,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1034800,2000,134,Arson,,0.3,36.5833,-81.5667,POINT (449303.2050402969 4048797.535650083)
1033355,1999,57,Debris Burning,,2.0,36.5617,-81.3717,POINT (466738.6692688092 4046316.392171182)
1752596,2014,73,Debris Burning,2014/03/14 00:00:00.000,34.0,36.56345,-81.2936,POINT (473728.0094266385 4046486.341158096)
1677009,2013,62,Miscellaneous,2013/03/03 00:00:00.000,0.6,36.5635,-81.30773333,POINT (472463.3414270948 4046495.840975763)
1011535,1994,57,Debris Burning,,0.2,36.565,-81.1083,POINT (490309.275938116 4046623.632034263)
1011529,1994,35,Miscellaneous,,0.1,36.565,-81.1483,POINT (486730.0591153685 4046628.406727006)
1016871,1995,44,Smoking,,0.1,36.565,-81.2117,POINT (481056.9963649475 4046639.024210662)
1033373,1999,98,Debris Burning,,6.0,36.565,-81.355,POINT (468234.4146714947 4046676.801654343)
1021116,1996,73,Arson,,1.0,36.565,-81.385,POINT (465549.9876334196 4046687.129017275)
1021114,1996,73,Arson,,2.0,36.565,-81.385,POINT (465549.9876334196 4046687.129017275)
1021115,1996,73,Arson,,1.0,36.565,-81.385,POINT (465549.9876334196 4046687.129017275)
1516216,2011,81,Missing/Undefined,2011/03/22 00:00:00.000,13.9,36.56516667,-81.33883333,POINT (469681.0869364577 4046690.071554359)
1057876,2004,109,Debris Burning,,1.0,36.5667,-81.2667,POINT (476136.0871884351 4046839.837649289)
1054165,2003,60,Miscellaneous,,0.1,36.5667,-81.3,POINT (473156.4459963093 4046848.616509939)
1045607,2001,27,Debris Burning,,2.0,36.5667,-81.3167,POINT (471662.1504828994 4046853.407574905)
1001362,1992,38,Debris Burning,,4.0,36.5683,-81.3583,POINT (467940.4916109105 4047043.951769555)
1011572,1994,92,Debris Burning,,0.1,36.5717,-81.3717,POINT (466742.9565186892 4047425.650529298)
1016923,1995,100,Children,,10.0,36.4783,-81.695,POINT (437741.2767739153 4037225.534716989)
1428658,2010,297,Equipment Use,2010/10/24 00:00:00.000,8.0,36.47888333,-81.67765,POINT (439295.9820566518 4037279.171915852)
1859757,2015,95,Miscellaneous,2015/04/05 00:00:00.000,2.0,36.4797,-81.69538299999999,POINT (437708.0874072697 4037381.078533035)
1617033,2012,72,Arson,2012/03/12 00:00:00.000,4.0,36.48243333,-81.65715,POINT (441135.0856266529 4037660.239958572)
1426668,2010,105,Equipment Use,2010/04/15 00:00:00.000,0.1,36.48611111,-81.69444444,POINT (437797.2894139398 4038091.631021495)
1025750,1997,101,Arson,,2.0,36.4883,-81.6683,POINT (440140.8128434992 4038317.874682269)
1357542,2007,62,Debris Burning,2007/03/03 00:00:00.000,11.9,36.489967,-81.78423000000001,POINT (429758.3674642362 4038581.065230428)
1280801,2009,52,Smoking,2009/02/21 00:00:00.000,17.9,36.4989,-81.79626,POINT (428689.0391635075 4039580.814301542)
1516599,2011,50,Missing/Undefined,2011/02/19 00:00:00.000,1.0,36.5094,-81.63851667,POINT (442824.034591782 4040640.319596683)
1517751,2011,317,Arson,2011/11/13 00:00:00.000,44.0,36.509183,-81.7547,POINT (432420.0476965299 4040691.508349087)
1356358,2007,308,Arson,2007/11/04 00:00:00.000,0.2,36.5094,-81.76743,POINT (431280.3059983174 4040724.588707894)
1057881,2004,73,Debris Burning,,2.0,36.5167,-81.6833,POINT (438819.6040855288 4041477.605221763)
1356264,2007,59,Debris Burning,2007/02/28 00:00:00.000,8.1,36.52305,-81.82722,POINT (425939.300456523 4042283.081371803)
1357077,2007,344,Miscellaneous,2007/12/10 00:00:00.000,1.4,36.523783,-81.82325,POINT (426295.4356620263 4042361.344369375)
1016925,1995,118,Arson,,0.1,36.5283,-81.6783,POINT (439276.3598684234 4042761.188394411)
1011576,1994,116,Arson,,1.0,36.535,-81.6317,POINT (443453.0740760617 4043476.007323061)
1059551,2005,316,Arson,2005/11/14 00:00:00.000,297.0,36.54166667,-81.70888889,POINT (436548.8234639509 4044263.646512809)
1059550,2005,308,Arson,2005/11/06 00:00:00.000,158.0,36.54333333,-81.70333333,POINT (437047.4488516952 4044444.875293856)
1016900,1995,72,Debris Burning,,3.0,36.5483,-81.625,POINT (444062.4172334748 4044947.415618445)
1001377,1992,69,Arson,,1.0,36.555,-81.6517,POINT (441677.7687500098 4045706.481742162)
1021119,1996,120,Arson,,0.1,36.5583,-81.625,POINT (444069.6240661938 4046056.684001628)
1021120,1996,120,Arson,,0.1,36.5583,-81.625,POINT (444069.6240661938 4046056.684001628)
1514706,2011,353,Missing/Undefined,2011/12/19 00:00:00.000,1.5,36.5613,-81.62158333,POINT (444377.5311735346 4046387.483532425)
513497,2006,75,Miscellaneous,,0.3,36.46507998,-81.67186,POINT (439803.9852766095 4035744.394706091)
513498,2006,75,Miscellaneous,,0.3,36.47070002,-81.64895999,POINT (441859.9596432044 4036353.743716381)
513495,2006,75,Miscellaneous,,0.3,36.47070997,-81.67234998,POINT (439764.4404263836 4036369.210654052)
522389,2007,100,Missing/Undefined,,1.5,36.47547,-81.62213,POINT (444267.090583817 4036867.006013787)
533399,2009,33,Debris Burning,,1.6,36.48193,-81.53277,POINT (452276.354577001 4037535.616484883)
522383,2007,71,Missing/Undefined,,8.0,36.494609999999994,-81.62682,POINT (443860.7482181852 4038992.844270128)
533400,2009,41,Debris Burning,,4.0,36.5,-81.49861,POINT (455346.6834072859 4039523.655365286)
530965,2008,87,Missing/Undefined,,0.2,36.50473,-81.6852,POINT (438640.0340062705 4040151.024671134)
522379,2007,67,Missing/Undefined,,4.0,36.50819,-81.49953000000001,POINT (455269.0035173465 4040432.559883748)
533243,2008,365,Missing/Undefined,,1.4,36.5122,-81.62915,POINT (443664.8121929862 4040945.392029945)
522401,2007,303,Missing/Undefined,,2.0,36.515159999999995,-81.67175,POINT (439852.5746996153 4041299.501182799)
533408,2009,83,Debris Burning,,1.5,36.51667,-81.48383000000001,POINT (456679.6146509018 4041366.028669794)
522378,2007,67,Missing/Undefined,,0.5,36.516740000000006,-81.66138000000001,POINT (440782.3041340344 4041468.336861414)
531114,2008,101,Missing/Undefined,,3.0,36.5302,-81.56429,POINT (449484.2513755779 4042906.067893111)
518377,2005,49,Debris Burning,,4.0,36.5345,-81.49985,POINT (455255.5011162328 4043351.159770793)
513484,2006,59,Debris Burning,,2.0,36.53993997,-81.68121002,POINT (439024.9808541443 4044054.213375553)
530318,2008,63,Missing/Undefined,,0.5,36.54907,-81.62474,POINT (444086.2421732225 4045032.678081068)
522396,2007,128,Missing/Undefined,,0.5,36.550470000000004,-81.61543,POINT (444920.4830362087 4045182.60504602)
522395,2007,128,Missing/Undefined,,2.0,36.55122,-81.61407,POINT (445042.7321892823 4045265.022318875)
518379,2005,81,Debris Burning,,0.5,36.57382,-81.52377,POINT (453138.0124013465 4047724.167854994)
531117,2008,102,Missing/Undefined,,0.1,36.465309999999995,-81.25656,POINT (477013.4338599375 4035590.730795983)
531345,2008,110,Missing/Undefined,,1.0,36.46933,-81.46967,POINT (457921.8574700563 4036108.567168922)
513476,2006,26,Miscellaneous,,3.0,36.47704998,-81.42423002,POINT (461996.6570350546 4036946.024059285)
513479,2006,27,Debris Burning,,3.0,36.47778998,-81.41106997,POINT (463175.9158830213 4037022.999132597)
522403,2007,328,Missing/Undefined,,0.1,36.477909999999994,-81.46991,POINT (457904.9956900087 4037060.404359334)
530440,2008,71,Missing/Undefined,,5.0,36.4783,-81.40925,POINT (463339.1917918485 4037078.878888652)
533409,2009,95,Smoking,,2.0,36.48333,-81.45,POINT (459691.371816516 4037653.103049475)
522361,2007,31,Missing/Undefined,,0.3,36.48458,-81.44575999999999,POINT (460071.8123743373 4037789.993501658)
522362,2007,31,Missing/Undefined,,2.5,36.489340000000006,-81.40958,POINT (463314.8353385743 4038303.61035077)
522399,2007,241,Missing/Undefined,,0.5,36.491040000000005,-81.45721,POINT (459049.5922703337 4038511.372810083)
513502,2006,77,Debris Burning,,0.5,36.49418997,-81.45155002,POINT (459558.1740966143 4038858.391665351)
522370,2007,55,Missing/Undefined,,7.0,36.49553,-81.37416999999999,POINT (466489.1105466182 4038977.332797669)
529704,2008,41,Missing/Undefined,,0.2,36.50073,-81.39286,POINT (464817.567840199 4039560.804964985)
513488,2006,62,Miscellaneous,,6.0,36.50184001,-81.43123997,POINT (461380.9967684165 4039698.636310217)
522373,2007,59,Missing/Undefined,,1.0,36.50558,-81.36471,POINT (467340.578266269 4040088.875629821)
513508,2006,104,Arson,,0.5,36.50599997,-81.35958001,POINT (467800.1395451876 4040133.733273308)
529207,2008,8,Missing/Undefined,,0.5,36.516329999999996,-81.42866,POINT (461619.1975724355 4041304.906997051)
529732,2008,41,Missing/Undefined,,0.5,36.51785,-81.277,POINT (475198.8584711617 4041423.75279176)
522360,2007,27,Missing/Undefined,,1.0,36.51831,-81.44004,POINT (460601.2678641069 4041529.13537267)
522376,2007,66,Missing/Undefined,,1.5,36.51867,-81.44332,POINT (460307.7770732092 4041570.41566608)
522367,2007,53,Missing/Undefined,,1.0,36.5285,-81.37631,POINT (466311.7418816086 4042635.271263242)
529837,2008,41,Missing/Undefined,,4.0,36.535379999999996,-81.31953,POINT (471397.3868062021 4043380.062715753)
529778,2008,41,Missing/Undefined,,1.0,36.53699,-81.31259,POINT (472019.2003025744 4043556.611954663)
522390,2007,100,Missing/Undefined,,6.0,36.538059999999994,-81.40485,POINT (463761.2147878707 4043706.084765462)
518385,2005,330,Debris Burning,,7.0,36.54039,-81.43406999999999,POINT (461146.8364124988 4043975.941622362)
513503,2006,78,Debris Burning,,40.0,36.54093999,-81.44571999,POINT (460104.3341520129 4044041.716463875)
518380,2005,79,Debris Burning,,3.0,36.54493,-81.35575,POINT (468159.0710490814 4044450.773635469)
513486,2006,60,Smoking,,2.0,36.54529998,-81.38245001,POINT (465769.4753536163 4044500.980880674)
522364,2007,42,Missing/Undefined,,75.0,36.545759999999994,-81.41464,POINT (462888.5718439196 4044563.942574679)
533401,2009,43,Miscellaneous,,0.3,36.54583,-81.39860999999999,POINT (464323.3403329297 4044565.644094066)
533398,2009,33,Debris Burning,,1.6,36.55233,-81.40417,POINT (463828.7319680536 4045288.736680149)
522405,2007,332,Missing/Undefined,,3.5,36.55321,-81.42684,POINT (461800.2985587203 4045395.114079531)
522284,2007,69,Missing/Undefined,,3.0,36.55644,-81.29784000000001,POINT (473346.195896032 4045709.920193553)
1016870,1995,26,Debris Burning,,2.0,36.5617,-81.0517,POINT (495373.6687336788 4046253.366455783)
518305,2005,101,Equipment Use,,0.1,36.53113,-81.02211,POINT (498020.7259967211 4042861.380096104)
518375,2005,28,Miscellaneous,,0.5,36.38081,-81.24325999999999,POINT (478181.4253495015 4026214.667351916)
528941,2007,144,Missing/Undefined,,3.0,36.3868,-81.05475,POINT (495089.7215862428 4026853.007114114)
522280,2007,63,Missing/Undefined,,0.5,36.38858,-81.23402,POINT (479012.2728025758 4027074.484126306)
531475,2008,123,Missing/Undefined,,260.0,36.39035,-81.07274,POINT (493476.5766839171 4027247.844602339)
522285,2007,83,Missing/Undefined,,0.6,36.39671,-81.21321,POINT (480880.5796984635 4027971.959861755)
522287,2007,84,Missing/Undefined,,0.5,36.41206,-81.13474000000001,POINT (487919.6896671198 4029661.937532198)
246598,1992,34,Equipment Use,1992/02/03 00:00:00.000,0.5,36.4286,-81.12459,POINT (488832.071671875 4031495.373269051)
518303,2005,95,Debris Burning,,0.3,36.42886,-81.18248,POINT (483643.0105704818 4031532.470415068)
246630,1997,93,Powerline,1997/04/03 00:00:00.000,3.0,36.432009,-81.18202099999999,POINT (483684.8130426692 4031881.6885317)
518298,2005,12,Arson,,0.1,36.44924,-81.24762,POINT (477809.8394300909 4033806.096885621)
529297,2008,23,Missing/Undefined,,1.0,36.45125,-81.07909000000001,POINT (492912.6360321996 4034003.470367705)
522291,2007,148,Missing/Undefined,,0.1,36.4519,-81.12137,POINT (489123.956281095 4034079.508242369)
518302,2005,95,Debris Burning,,23.0,36.45292,-81.12522,POINT (488779.102063252 4034193.090906447)
522286,2007,83,Missing/Undefined,,0.5,36.460840000000005,-81.1505,POINT (486515.1444474325 4035074.841364451)
522292,2007,310,Missing/Undefined,,0.5,36.46103,-81.15513,POINT (486100.3283531073 4035096.574330928)
522283,2007,68,Missing/Undefined,,2.5,36.4665,-81.11968,POINT (489277.4085563749 4035698.79798159)
530862,2008,85,Missing/Undefined,,1.0,36.46656,-81.09798,POINT (491221.6023945044 4035703.258511545)
518299,2005,12,Arson,,0.1,36.466770000000004,-81.24818,POINT (477764.6606873981 4035750.713697779)
531229,2008,108,Missing/Undefined,,0.1,36.47038,-81.2499,POINT (477611.5975187839 4036151.546131935)
518306,2005,110,Debris Burning,,3.0,36.47258,-81.05663,POINT (494926.6975816596 4036368.046256082)
532572,2008,210,Missing/Undefined,,0.1,36.472970000000004,-81.08539,POINT (492350.2180864856 4036413.204574434)
522293,2007,325,Missing/Undefined,,0.1,36.47838,-81.09094,POINT (491853.5797261068 4037013.755490895)
533335,2009,98,Debris Burning,,0.5,36.48649,-81.08606,POINT (492291.53443449 4037912.944597241)
529376,2008,29,Missing/Undefined,,0.1,36.49266,-81.11239,POINT (489933.9320660259 4038599.772958204)
531302,2008,109,Missing/Undefined,,0.5,36.495670000000004,-81.18079,POINT (483808.3944442068 4038942.975543093)
529308,2008,25,Missing/Undefined,,0.5,36.49987,-81.07115999999999,POINT (493627.2362708594 4039396.016308575)
522277,2007,54,Missing/Undefined,,1.9,36.49992,-81.16521,POINT (485204.5535477009 4039411.896730005)
522290,2007,147,Missing/Undefined,,0.1,36.50307,-81.10413,POINT (490674.976981702 4039753.659671049)
522278,2007,62,Missing/Undefined,,2.0,36.50325,-81.04465,POINT (496001.5244525606 4039769.51206252)
522276,2007,43,Missing/Undefined,,7.5,36.50828,-81.08067,POINT (492776.3454057595 4040329.558510045)
522282,2007,67,Missing/Undefined,,0.5,36.51213,-81.15199,POINT (486390.6140898104 4040764.331071216)
518308,2005,115,Equipment Use,,0.1,36.52871,-81.06434,POINT (494240.141858277 4042594.640522803)
1616970,2012,98,Equipment Use,2012/04/07 00:00:00.000,1.0,36.53038889,-81.06229722,POINT (494423.1365604458 4042780.750227072)
1021094,1996,73,Smoking,,1.0,36.5317,-81.0117,POINT (498952.6306743907 4042924.44338902)
1057870,2004,13,Equipment Use,,0.1,36.5333,-81.0833,POINT (492543.2413190436 4043105.085748391)
1038196,2000,136,Miscellaneous,,0.1,36.5333,-81.0833,POINT (492543.2413190436 4043105.085748391)
1016872,1995,54,Debris Burning,,2.0,36.535,-81.0683,POINT (493886.1290079173 4043292.600035498)
1677618,2013,146,Debris Burning,2013/05/26 00:00:00.000,0.5,36.53566667,-81.08583333,POINT (492316.6995146007 4043367.806894747)
1676474,2013,93,Debris Burning,2013/04/03 00:00:00.000,1.5,36.5375,-81.08133333,POINT (492719.685284677 4043570.818506482)
1616967,2012,31,Debris Burning,2012/01/31 00:00:00.000,0.4,36.53983333,-81.0925,POINT (491720.3820751778 4043830.545100399)
1751190,2014,58,Debris Burning,2014/02/27 00:00:00.000,5.0,36.54033333,-81.05956666,POINT (494668.2597463481 4043883.678373252)
1001326,1992,7,Miscellaneous,,0.2,36.5483,-81.0583,POINT (494782.1723920112 4044767.309830637)
1057874,2004,108,Debris Burning,,1.0,36.55,-81.0,POINT (500000 4044954.301193654)
1038192,2000,70,Miscellaneous,,0.1,36.55,-81.0667,POINT (494030.506253835 4044956.370430158)
1514513,2011,338,Missing/Undefined,2011/12/04 00:00:00.000,0.1,36.55016667,-81.03916667,POINT (496494.6824667972 4044973.502534574)
1858042,2015,68,Campfire,2015/03/09 00:00:00.000,5.2,36.55825,-81.02095,POINT (498125.2234804786 4045869.635920444)
1675568,2013,8,Miscellaneous,2013/01/08 00:00:00.000,0.2,36.49013333,-81.39783333,POINT (464367.3267425818 4038387.201522721)
1006257,1993,298,Arson,,0.1,36.495,-81.3917,POINT (464918.8671330177 4038924.783730316)
1021109,1996,57,Debris Burning,,1.0,36.495,-81.4117,POINT (463127.6336965112 4038932.252945018)
1033362,1999,87,Debris Burning,,2.0,36.4983,-81.425,POINT (461938.0777212332 4039303.477526773)
1011581,1994,327,Miscellaneous,,1.0,36.4983,-81.425,POINT (461938.0777212332 4039303.477526773)
1033361,1999,86,Arson,,0.1,36.4983,-81.4917,POINT (455964.5545031152 4039331.901497606)
1033359,1999,86,Arson,,0.1,36.4983,-81.4917,POINT (455964.5545031152 4039331.901497606)
1033358,1999,86,Arson,,0.1,36.4983,-81.4917,POINT (455964.5545031152 4039331.901497606)
1033360,1999,86,Arson,,0.1,36.4983,-81.4917,POINT (455964.5545031152 4039331.901497606)
1033357,1999,86,Arson,,0.1,36.4983,-81.4917,POINT (455964.5545031152 4039331.901497606)
1038225,2000,302,Children,,6.0,36.5,-81.4167,POINT (462682.224346397 4039488.801998828)
1426540,2010,92,Debris Burning,2010/04/02 00:00:00.000,2.0,36.5,-81.46666666,POINT (458207.4076262061 4039509.321175798)
1045638,2001,38,Debris Burning,,3.0,36.5,-81.4667,POINT (458204.421824466 4039509.335642113)
1045653,2001,292,Arson,,0.5,36.5,-81.5833,POINT (447762.1481075512 4039566.251304465)
1054174,2003,84,Debris Burning,,2.0,36.5,-81.5833,POINT (447762.1481075512 4039566.251304465)
1057883,2004,73,Arson,,8.0,36.5,-81.6,POINT (446266.5516597176 4039575.438010726)
1033370,1999,95,Debris Burning,,1.0,36.5083,-81.575,POINT (448510.9646828381 4040482.464692059)
1617036,2012,78,Debris Burning,2012/03/18 00:00:00.000,1.0,36.5086,-81.5565,POINT (450167.7763467092 4040506.01016392)
1025746,1997,8,Arson,,0.2,36.5117,-81.475,POINT (457467.5066729099 4040810.793352432)
1016897,1995,70,Debris Burning,,1.0,36.5117,-81.525,POINT (452990.3669354924 4040834.040335389)
1011584,1994,330,Miscellaneous,,1.0,36.515,-81.4317,POINT (461346.3430375005 4041158.592672046)
1001367,1992,53,Debris Burning,,2.0,36.515,-81.4517,POINT (459555.5676049931 4041166.807449189)
1016907,1995,76,Arson,,0.1,36.515,-81.535,POINT (452096.9715801293 4041205.023140363)
1001374,1992,64,Arson,,0.1,36.515,-81.575,POINT (448515.4025478641 4041225.667366506)
1038211,2000,47,Debris Burning,,6.0,36.5167,-81.5,POINT (455231.8180611244 4041376.753325029)
1057885,2004,84,Children,,1.0,36.5167,-81.55,POINT (450754.9611975948 4041401.164056143)
1426539,2010,92,Debris Burning,2010/04/02 00:00:00.000,3.0,36.51666666,-81.59444444,POINT (446775.5011958621 4041421.116099658)
1858580,2015,82,Debris Burning,2015/03/23 00:00:00.000,0.5,36.517516,-81.393766,POINT (464744.0443847125 4041423.120825975)
1016931,1995,330,Debris Burning,,0.1,36.5183,-81.595,POINT (446726.8774100038 4041602.603223335)
1006252,1993,38,Miscellaneous,,0.2,36.5217,-81.505,POINT (454787.0419914097 4041933.717449789)
1016913,1995,78,Debris Burning,,2.0,36.5217,-81.5917,POINT (447024.6628142547 4041977.930791869)
1016898,1995,70,Children,,0.1,36.525,-81.3917,POINT (464932.4027455318 4042252.529507941)
1016899,1995,71,Equipment Use,,2.0,36.525,-81.5417,POINT (451503.3005454249 4042317.634715461)
1011586,1994,364,Arson,,0.3,36.525,-81.5817,POINT (447922.1912214352 4042338.530418883)
1516995,2011,101,Missing/Undefined,2011/04/11 00:00:00.000,1.0,36.52588333,-81.44118333,POINT (460502.7496495538 4042369.677658575)
1428735,2010,326,Debris Burning,2010/11/22 00:00:00.000,0.5,36.527,-81.55911666,POINT (449945.3159205558 4042548.402026847)
1001376,1992,69,Debris Burning,,1.0,36.5283,-81.545,POINT (451209.9317956737 4042685.357699259)
1857761,2015,20,Equipment Use,2015/01/20 00:00:00.000,3.0,36.5293,-81.5539,POINT (450413.8076287394 4042800.831719224)
1011560,1994,59,Debris Burning,,3.0,36.5317,-81.5417,POINT (451507.4830348597 4043060.838216124)
1755113,2014,95,Debris Burning,2014/04/05 00:00:00.000,1.5,36.5319,-81.50006666,POINT (455234.6079912963 4043062.853519406)
1006261,1993,318,Arson,,5.0,36.5317,-81.5983,POINT (446440.6482324118 4043090.844733616)
1051554,2002,74,Miscellaneous,,0.5,36.5333,-81.4,POINT (464193.1538026144 4043176.264621859)
1038212,2000,57,Debris Burning,,1.0,36.5333,-81.4833,POINT (456736.3305582394 4043210.481999841)
1057884,2004,75,Debris Burning,,2.5,36.5333,-81.5,POINT (455241.3821147593 4043218.118579427)
1051548,2002,47,Children,,1.0,36.5333,-81.5167,POINT (453746.4325531927 4043226.014572052)
1858217,2015,38,Debris Burning,2015/02/07 00:00:00.000,0.5,36.533933000000005,-81.50295,POINT (454977.6712090452 4043289.710541835)
1859542,2015,19,Miscellaneous,2015/01/19 00:00:00.000,0.3,36.534616,-81.5112,POINT (454239.5566974869 4043369.363851373)
1011578,1994,302,Arson,,0.1,36.535,-81.5417,POINT (451509.5433113743 4043426.893976514)
1011571,1994,82,Arson,,0.1,36.535,-81.5717,POINT (448824.0577629679 4043442.427897738)
1001381,1992,300,Arson,,10.0,36.535,-81.605,POINT (445843.1639648686 4043460.650942146)
1516996,2011,113,Missing/Undefined,2011/04/23 00:00:00.000,2.0,36.53788333,-81.4004,POINT (464159.4619416674 4043684.82107752)
1016929,1995,326,Equipment Use,,0.2,36.5417,-81.4217,POINT (462254.7052686043 4044116.330847012)
1001364,1992,43,Arson,,3.0,36.5417,-81.575,POINT (448533.0947826559 4044187.393714808)
1025754,1997,127,Debris Burning,,0.5,36.545,-81.535,POINT (452115.4682177709 4044532.799848215)
1054176,2003,304,Debris Burning,,10.0,36.55,-81.4333,POINT (461220.5591439328 4045041.626817435)
1677422,2013,96,Debris Burning,2013/04/06 00:00:00.000,1.0,36.55258333,-81.48358333,POINT (456721.7172865312 4045349.629545629)
1514704,2011,335,Missing/Undefined,2011/12/01 00:00:00.000,0.1,36.55261667,-81.50648333,POINT (454672.2862991208 4045363.873777559)
1741475,2014,69,Equipment Use,2014/03/10 00:00:00.000,0.2,36.55508333,-81.49861666,POINT (455377.737200179 4045633.813072875)
1011573,1994,98,Debris Burning,,12.0,36.5583,-81.4883,POINT (456302.8148864769 4045985.889823586)
1051542,2002,1,Miscellaneous,,2.0,36.5667,-81.45,POINT (459734.6016246137 4046900.952136206)
1045631,2001,29,Miscellaneous,,15.0,36.5667,-81.5,POINT (455260.6368666975 4046923.049660521)
1054173,2003,67,Debris Burning,,0.5,36.5667,-81.5333,POINT (452280.9708627801 4046939.05715234)
1038209,2000,15,Debris Burning,,5.0,36.5667,-81.55,POINT (450786.6621286136 4046947.473419558)
1045644,2001,101,Debris Burning,,15.0,36.5667,-81.5833,POINT (447806.9889243316 4046965.030213266)
1045654,2001,313,Arson,,2.0,36.5667,-81.5833,POINT (447806.9889243316 4046965.030213266)
1001375,1992,66,Debris Burning,,7.0,36.575,-81.5417,POINT (451534.5291849332 4047863.949498872)
1675569,2013,41,Debris Burning,2013/02/10 00:00:00.000,2.0,36.57746667,-81.48903333,POINT (456248.0014924849 4048112.312103991)
1001372,1992,63,Debris Burning,,1.0,36.5817,-81.5417,POINT (451538.7166351227 4048607.159190275)
1001346,1992,64,Debris Burning,,0.2,36.5083,-81.1383,POINT (487615.8254352905 4040337.643758367)
1859538,2015,17,Miscellaneous,2015/01/17 00:00:00.000,1.0,36.508716,-81.20728299999999,POINT (481438.7849851335 4040394.871357353)
1678151,2013,318,Miscellaneous,2013/11/14 00:00:00.000,0.1,36.5102,-81.2422,POINT (478312.541221772 4040566.779725928)
1751232,2014,59,Debris Burning,2014/02/28 00:00:00.000,0.1,36.51111666,-81.11356666,POINT (489830.9598364765 4040647.183247624)
1033337,1999,89,Miscellaneous,,0.1,36.5117,-81.1183,POINT (489407.2041597739 4040712.400017157)
1016889,1995,95,Debris Burning,,0.1,36.5117,-81.1617,POINT (485521.0870761964 4040718.049772026)
1033331,1999,20,Equipment Use,,0.1,36.515,-81.1183,POINT (489407.6538644484 4041078.449966575)
1021106,1996,104,Debris Burning,,0.2,36.515,-81.1417,POINT (487312.4633641111 4041081.278662111)
1038188,2000,56,Miscellaneous,,0.1,36.5167,-81.1167,POINT (489551.1432795044 4041266.846411243)
1054171,2003,296,Smoking,,0.1,36.5167,-81.1167,POINT (489551.1432795044 4041266.846411243)
1051532,2002,56,Miscellaneous,,2.0,36.5167,-81.1167,POINT (489551.1432795044 4041266.846411243)
1045608,2001,29,Debris Burning,,2.0,36.5167,-81.1167,POINT (489551.1432795044 4041266.846411243)
1045618,2001,120,Smoking,,0.1,36.5167,-81.1167,POINT (489551.1432795044 4041266.846411243)
1045622,2001,304,Debris Burning,,0.2,36.5167,-81.15,POINT (486569.5911201058 4041270.975671146)
1033349,1999,325,Miscellaneous,,0.1,36.5167,-81.1667,POINT (485074.3377506941 4041273.434735857)
1057872,2004,86,Debris Burning,,0.2,36.5167,-81.2333,POINT (479111.2274125523 4041285.821009334)
1054169,2003,86,Debris Burning,,0.1,36.5167,-81.2833,POINT (474634.4125142603 4041297.830719547)
1025745,1997,266,Equipment Use,,0.1,36.5183,-81.1117,POINT (489999.0295812845 4041443.794315274)
1001333,1992,34,Debris Burning,,0.5,36.5183,-81.1383,POINT (487617.4185634337 4041446.886275573)
1021104,1996,102,Debris Burning,,0.1,36.5183,-81.1483,POINT (486722.0758803219 4041448.218841654)
1021095,1996,73,Miscellaneous,,8.0,36.5183,-81.2017,POINT (481940.9437389199 4041456.908897327)
1033336,1999,76,Debris Burning,,15.0,36.5183,-81.2083,POINT (481350.0169984435 4041458.167074305)
1029821,1998,89,Debris Burning,,1.0,36.5183,-81.3183,POINT (471501.2254828068 4041485.100365118)
1516215,2011,48,Missing/Undefined,2011/02/17 00:00:00.000,1.2,36.519,-81.34083333,POINT (469483.9871647359 4041569.653594617)
1011537,1994,66,Debris Burning,,5.0,36.5217,-81.2317,POINT (479255.8201186971 4041840.097753664)
1754382,2014,90,Debris Burning,2014/03/31 00:00:00.000,0.3,36.52185,-81.32086666,POINT (471272.7329876862 4041879.646169097)
1006233,1993,53,Miscellaneous,,0.5,36.525,-81.135,POINT (487913.9237570433 4042189.660434431)
1001336,1992,37,Equipment Use,,0.2,36.525,-81.145,POINT (487018.6583069828 4042190.962406513)
1006236,1993,100,Debris Burning,,0.2,36.525,-81.3083,POINT (472398.9512337806 4042225.382971933)
1001335,1992,36,Equipment Use,,0.3,36.5283,-81.115,POINT (489704.8916381594 4042553.386240132)
1021097,1996,78,Debris Burning,,7.0,36.5317,-81.185,POINT (483439.0236011283 4042940.295149904)
1033342,1999,99,Miscellaneous,,14.0,36.5317,-81.3317,POINT (470306.5833019043 4042975.544139917)
1057873,2004,86,Debris Burning,,0.1,36.5333,-81.15,POINT (486572.4602400946 4043112.322146139)
