,FIRE_YEAR,DISCOVER_1,STAT_CAU_1,CONT_DATE,FIRE_SIZE,LATITUDE,LONGITUDE,Coordinates
130188,1999,251,Lightning,1999/09/08 00:00:00.000,8.0,35.485,-84.03,POINT (225106.7089928644 3931051.567924394)
942433,2000,222,Lightning,,132.0,35.49,-84.0383,POINT (224370.5641702844 3931629.526537216)
58657,1993,191,Lightning,1993/07/11 00:00:00.000,40.0,35.37333333,-84.19666667,POINT (209579.8805175823 3919138.487824573)
112963,1998,125,Lightning,1998/05/05 00:00:00.000,0.1,35.35666667,-83.935,POINT (233304.8802120285 3916551.973901519)
30743,2008,152,Lightning,2008/05/31 00:00:00.000,1.0,35.34972222,-84.25222222,POINT (204444.6638734021 3916683.214102892)
163896,2003,112,Lightning,2003/04/22 00:00:00.000,1.0,35.35833333,-83.92333333,POINT (234370.7686257878 3916705.492609676)
934582,2002,228,Lightning,,40.0,35.3583,-84.2067,POINT (208613.9344441352 3917499.908025898)
1051646,2002,148,Lightning,,3.0,35.5833,-81.6,POINT (445640.053989952 3937897.563037752)
1030510,1998,181,Lightning,,0.1,35.5583,-81.625,POINT (443357.4326795639 3935138.932142285)
1426080,2010,201,Lightning,2010/07/26 00:00:00.000,25.0,35.55833333,-81.77985,POINT (429323.4445496234 3935242.68739419)
1426073,2010,195,Lightning,2010/07/17 00:00:00.000,0.3,35.55916666,-81.77985,POINT (429324.176160542 3935335.111871693)
1006893,1993,162,Lightning,,2.0,35.5617,-81.6417,POINT (441846.3790818978 3935525.751561247)
1428817,2010,203,Lightning,2010/07/22 00:00:00.000,0.3,35.56666666,-81.65,POINT (441097.8215851286 3936081.529661009)
1033505,1999,234,Lightning,,0.5,35.5833,-81.65,POINT (441109.9976196471 3937926.318230214)
1051658,2002,205,Lightning,,0.5,35.5833,-81.8,POINT (427519.7363677362 3938026.388430243)
1051668,2002,236,Lightning,,75.0,35.6167,-81.6333,POINT (442646.8740700588 3941620.832924433)
1051437,2002,182,Lightning,,0.1,35.4167,-81.7833,POINT (428886.0937437442 3919536.819429821)
1051436,2002,183,Lightning,,0.1,35.45,-81.7833,POINT (428915.3678167579 3923230.041833718)
938973,1999,111,Lightning,,1.0,35.3133,-84.2867,POINT (201176.0339769282 3912745.284337358)
25251,2007,135,Lightning,2007/05/16 00:00:00.000,0.5,35.32388889,-84.24222222,POINT (205259.8474090388 3913786.864975629)
25631,2007,177,Lightning,2007/06/27 00:00:00.000,0.1,35.31416667,-84.46638889,POINT (184835.7546172841 3913398.862641828)
25632,2007,185,Lightning,2007/07/04 00:00:00.000,1.0,35.33305556,-84.41388889,POINT (189683.2557588235 3915328.984737978)
1038584,2000,124,Lightning,,1.0,35.3,-83.95,POINT (231754.1155900958 3910305.287381557)
1458592,2011,164,Lightning,2011/06/13 00:00:00.000,2.0,35.32555556,-84.23527778,POINT (205897.4131363767 3913951.137990631)
1458588,2011,161,Lightning,2011/06/10 00:00:00.000,77.0,35.33611111,-84.19166667,POINT (209901.024132404 3914993.630220348)
1570014,2012,184,Lightning,2012/07/02 00:00:00.000,0.1,35.33583333,-84.21444444,POINT (207828.969988619 3915029.84188828)
1638001,2013,77,Lightning,2013/03/18 00:00:00.000,0.1,35.34305556,-84.22777778,POINT (206642.7754528282 3915870.689829413)
1458589,2011,163,Lightning,2011/06/13 00:00:00.000,87.0,35.44611111,-84.05638889,POINT (222578.1836445181 3926810.49299734)
127178,2000,124,Lightning,2000/05/03 00:00:00.000,2.0,35.30333333,-83.94166667,POINT (232523.0776959884 3910652.582721461)
153570,2002,218,Lightning,2002/08/07 00:00:00.000,83.0,35.30527778,-84.22194444,POINT (207036.6857411591 3911661.555129908)
58658,1993,207,Lightning,1993/07/27 00:00:00.000,1.5,35.31333333,-84.205,POINT (208606.8696043377 3912505.387339893)
1181908,2010,289,Lightning,2010/10/17 00:00:00.000,19.0,35.235555600000005,-84.54138890000002,POINT (177702.0926982687 3904916.674617414)
1458586,2011,157,Lightning,2011/06/07 00:00:00.000,1.0,35.31,-84.33277778,POINT (196972.7878596288 3912519.198911039)
943119,2000,193,Lightning,,0.1,35.2717,-84.525,POINT (179336.8785291625 3908874.513636905)
58619,1993,192,Lightning,1993/07/12 00:00:00.000,1.0,35.29,-84.34166667,POINT (196089.3932667889 3910327.152843815)
26698,2007,275,Lightning,2007/10/03 00:00:00.000,15.0,35.22277778,-84.41611111,POINT (189059.29234967 3903098.719795635)
25629,2007,169,Lightning,2007/06/18 00:00:00.000,0.1,35.22,-84.54472222,POINT (177336.9176956436 3903201.281732148)
935019,2002,117,Lightning,,11.0,35.2333,-84.3767,POINT (192687.7113629968 3904143.481418652)
130131,1999,114,Lightning,1999/04/24 00:00:00.000,8.5,35.23833333,-84.42166667,POINT (188612.950372503 3904842.304442835)
153619,2002,161,Lightning,2002/06/10 00:00:00.000,25.0,35.25083333,-84.50055556,POINT (181479.7017357027 3906480.070282447)
120148,1999,96,Lightning,1999/04/06 00:00:00.000,0.1,35.18527778,-84.035,POINT (223633.1731218113 3897810.068222858)
52675,1992,60,Lightning,1992/02/29 00:00:00.000,1.0,35.19166667,-84.225,POINT (206348.8083584316 3899064.329564901)
31448,2008,221,Lightning,2008/08/13 00:00:00.000,200.0,35.2175,-84.13444444,POINT (214687.6241140567 3901666.609446667)
112835,1998,98,Lightning,1998/04/12 00:00:00.000,5.0,35.24333333,-84.115,POINT (216548.12711548 3904477.224543627)
24950,2007,179,Lightning,2007/06/29 00:00:00.000,106.0,35.24888889,-84.21305556,POINT (207642.3560520011 3905378.38835187)
103921,1997,235,Lightning,1997/08/28 00:00:00.000,66.0,35.18833333,-84.425,POINT (188118.0042379386 3899304.429505654)
153618,2002,152,Lightning,2002/06/01 00:00:00.000,1.0,35.21111111,-84.3625,POINT (193897.1136250318 3901637.383596448)
82919,1995,80,Lightning,1995/03/21 00:00:00.000,12.0,35.21166667,-84.38166667,POINT (192153.7076345247 3901758.333719968)
58620,1993,200,Lightning,1993/07/20 00:00:00.000,4.0,35.215,-84.37666667,POINT (192621.6393706188 3902112.714191569)
1570010,2012,179,Lightning,2012/07/02 00:00:00.000,50.0,35.14416667,-84.55166667,POINT (176403.5637691395 3894808.546405246)
1459327,2011,122,Lightning,2011/05/03 00:00:00.000,15.0,35.16,-84.28416667,POINT (200843.2750868047 3895727.180462169)
1458596,2011,222,Lightning,2011/08/10 00:00:00.000,1.5,35.17833333,-84.34444444,POINT (195418.9165115976 3897944.686302076)
1458595,2011,222,Lightning,2011/08/10 00:00:00.000,0.1,35.17916667,-84.34416667,POINT (195447.3360054609 3898036.304606413)
1181098,2010,243,Lightning,2010/08/31 00:00:00.000,22.0,35.1988889,-84.43222220000001,POINT (187500.5704049471 3900498.465005698)
1181914,2010,294,Lightning,2010/10/21 00:00:00.000,1.5,35.2202778,-84.4541667,POINT (185584.3385704763 3902941.273635009)
26695,2007,244,Lightning,2007/09/03 00:00:00.000,15.0,35.17083333,-84.33194444,POINT (196529.82466869 3897074.194550365)
153620,2002,168,Lightning,2002/06/19 00:00:00.000,38.0,35.17416667,-84.41305556,POINT (189152.0872755995 3897694.947766124)
30475,2008,219,Lightning,2008/08/06 00:00:00.000,6.25,35.17722222,-84.55444444,POINT (176281.5857408551 3898485.821365201)
1677107,2013,252,Lightning,2013/09/09 00:00:00.000,0.1,35.14426667,-84.17478333,POINT (210754.8374350309 3893657.590863609)
1570563,2012,185,Lightning,2012/07/04 00:00:00.000,0.5,35.155,-84.16638889,POINT (211557.824912497 3894824.127853889)
74517,1994,223,Lightning,1994/08/13 00:00:00.000,0.5,35.13666667,-84.22666667,POINT (205998.8512580522 3892966.523609161)
18953,2007,134,Lightning,2007/05/14 00:00:00.000,60.0,35.14527778,-84.13,POINT (214839.8350149391 3893640.381395614)
83718,1995,199,Lightning,1995/07/19 00:00:00.000,3.0,35.16833333,-84.28666667,POINT (200646.0459299851 3896659.386673614)
135289,2001,120,Lightning,2001/05/01 00:00:00.000,6.0,35.18333333,-84.10166667,POINT (217553.7906307988 3897781.894235555)
1570001,2012,30,Lightning,2012/01/31 00:00:00.000,38.0,35.02638889,-84.68833333,POINT (163461.6689849246 3882191.690043906)
1180989,2010,180,Lightning,2010/06/29 00:00:00.000,1.0,35.0683333,-84.63472220000001,POINT (168525.4324416298 3886666.659458767)
1458597,2011,222,Lightning,2011/08/13 00:00:00.000,123.0,35.12138889,-84.62833333,POINT (169322.9968000852 3892533.185990713)
25628,2007,168,Lightning,2007/06/17 00:00:00.000,35.0,35.12083333,-84.38083333,POINT (191886.6535560474 3891676.453127068)
58644,1993,259,Lightning,1993/09/16 00:00:00.000,0.1,35.11666667,-84.62166667,POINT (169911.7731819629 3891986.987970016)
1569993,2012,140,Lightning,2012/05/20 00:00:00.000,0.25,35.08111111,-84.51888889,POINT (179143.7692140758 3887705.046346551)
1458590,2011,164,Lightning,2011/06/14 00:00:00.000,1.0,35.1175,-84.41916667,POINT (188379.014884659 3891426.023320761)
1058934,1994,223,Lightning,,1.0,35.1317,-84.235,POINT (205221.3510710105 3892440.105005233)
1458591,2011,164,Lightning,2011/06/14 00:00:00.000,3.0,35.13361111,-84.44166667,POINT (186389.4041815702 3893284.5601261)
1459405,2011,160,Lightning,2011/06/11 00:00:00.000,18.0,35.09555556,-84.13055556,POINT (214615.6137480741 3888125.056536097)
1570528,2012,187,Lightning,2012/07/10 00:00:00.000,3.0,35.11194444,-84.11583333,POINT (216015.0818527747 3889901.35161087)
26685,2007,237,Lightning,2007/08/26 00:00:00.000,12.0,35.06805556,-84.54055556,POINT (177115.8097758165 3886326.341121905)
153443,2000,129,Lightning,2000/05/08 00:00:00.000,27.0,35.07944444,-84.64722222,POINT (167430.1116169447 3887941.408660801)
514433,2006,214,Lightning,,5.0,35.06293998,-84.01360997,POINT (225170.4159485293 3884177.285281556)
940228,1999,110,Lightning,,2.0,35.0383,-84.3417,POINT (195147.1421763205 3882397.822844579)
30748,2008,190,Lightning,2008/07/08 00:00:00.000,5.0,35.035,-84.56916667,POINT (174374.0379962858 3882751.308969067)
932891,2001,109,Lightning,,0.3,35.055,-84.3483,POINT (194607.0667348201 3884271.100650046)
1857646,2015,228,Lightning,2015/08/16 00:00:00.000,0.1,35.058567,-83.965733,POINT (229523.51750376 3883561.069785211)
1569986,2012,186,Lightning,2012/07/04 00:00:00.000,0.3,35.04611111,-84.55222222,POINT (175964.560581092 3883929.061628795)
1458585,2011,151,Lightning,2011/06/04 00:00:00.000,8.0,35.04833333,-84.5675,POINT (174579.1268469265 3884225.47232502)
936415,1997,209,Lightning,,7.0,35.0233,-84.3867,POINT (190983.7623721619 3880871.977306424)
58641,1993,207,Lightning,1993/07/30 00:00:00.000,10.0,35.02166667,-84.55,POINT (176070.7541450032 3881209.237047949)
1569957,2012,149,Lightning,2012/05/29 00:00:00.000,42.0,34.96583333,-84.59388889,POINT (171841.0264279018 3875156.870867448)
1610981,2012,179,Lightning,2012/06/27 00:00:00.000,400.0,34.98671548,-84.60067344,POINT (171304.8367790045 3877496.521741091)
135298,2000,63,Lightning,2000/03/10 00:00:00.000,124.0,34.92444444,-84.60527778,POINT (170634.8679888843 3870601.403233966)
513900,2006,94,Lightning,,15.0,35.62343,-81.76685002,POINT (430557.8773220121 3942453.329337953)
10363,2006,94,Lightning,2006/04/06 00:00:00.000,15.0,35.35583333,-82.69833333,POINT (345690.6307840298 3913828.384129156)
1618277,2012,108,Lightning,2012/04/17 00:00:00.000,0.8,35.41133333,-82.36065,POINT (376459.1240771062 3919510.003800564)
1045479,2001,139,Lightning,,0.1,35.4333,-82.2333,POINT (388052.9521783196 3921794.682717401)
517419,2006,173,Lightning,,1.0,35.43312,-82.25841999,POINT (385772.4281221097 3921803.468937044)
1618282,2012,199,Lightning,2012/07/17 00:00:00.000,0.1,35.38555,-82.47165,POINT (366337.5604584167 3916794.608033746)
1011246,1994,120,Lightning,,3.0,35.375,-82.4583,POINT (367532.9119357439 3915606.495648689)
1459387,2011,100,Lightning,2011/04/11 00:00:00.000,3.0,35.375,-82.65277778,POINT (349865.6681919144 3915884.248114087)
1016591,1995,169,Lightning,,3.0,35.335,-82.3983,POINT (372920.8144168395 3911091.269218547)
1037888,2000,47,Lightning,,5.0,35.3333,-82.5,POINT (363674.6594290077 3911037.954144464)
515505,2006,110,Lightning,,0.1,35.26904998,-82.56387,POINT (357757.0239335716 3904001.414831204)
1006164,1993,195,Lightning,,2.0,35.2783,-82.225,POINT (388593.665781075 3904594.078830077)
1012249,1994,116,Lightning,,0.1,35.205,-82.775,POINT (338424.570240328 3897220.298329802)
1570517,2012,75,Lightning,2012/03/15 00:00:00.000,4.0,35.205,-82.78916667,POINT (337134.8596181615 3897243.431813704)
1030314,1998,205,Lightning,,0.5,35.165,-82.6383,POINT (350796.2300325015 3892569.933190782)
1006743,1993,190,Lightning,,1.0,35.185,-82.705,POINT (344759.1495458077 3894890.365710083)
910582,1999,214,Lightning,,15.1,35.0833,-82.5667,POINT (357174.9758660972 3883403.298583882)
583535,2008,183,Lightning,,4.0,35.08333,-82.6,POINT (354139.0352089817 3883454.860534285)
915296,2000,159,Lightning,,65.0,35.1167,-82.4667,POINT (366346.5161491863 3886968.960538916)
578999,2007,234,Lightning,,1.0,35.16547,-82.41235,POINT (371376.2873897585 3892306.453920047)
578146,2007,176,Lightning,,1.0,35.06969002,-82.50973998,POINT (362345.1765492359 3881813.652664231)
906747,1998,200,Lightning,,10.0,35.0386,-82.7075,POINT (344253.082193294 3878656.309734637)
1006745,1993,197,Lightning,,2.0,35.185,-82.6017,POINT (354165.507761867 3894733.916780174)
1021569,1996,127,Lightning,,0.1,35.3817,-83.1717,POINT (302737.7400073035 3917538.726624523)
7302,2006,93,Lightning,2006/04/03 00:00:00.000,1.0,35.36111111,-83.60972222,POINT (262882.1815301649 3916216.596813518)
521814,2005,131,Lightning,,0.1,35.39012,-83.55232,POINT (268181.9260481814 3919298.740494776)
1030279,1998,227,Lightning,,0.5,35.3217,-83.5183,POINT (271079.3303384533 3911629.081509425)
1006720,1993,127,Lightning,,0.2,35.3517,-83.4417,POINT (278126.000557501 3914782.758821784)
1052094,2002,155,Lightning,,0.5,35.3667,-83.5833,POINT (265299.6236882506 3916773.610233176)
8444,2006,144,Lightning,2006/05/25 00:00:00.000,0.25,35.30055556,-83.64222222,POINT (259749.2682580622 3909576.863002204)
27172,2008,106,Lightning,2008/04/21 00:00:00.000,47.0,35.23,-82.9125,POINT (325960.0473940508 3900225.633159119)
59342,1993,193,Lightning,1993/07/12 00:00:00.000,0.1,35.34833333,-82.77833333,POINT (338406.1825835594 3913124.144453495)
358651,2007,224,Lightning,2007/08/13 00:00:00.000,0.1,35.4069,-82.75439,POINT (340697.2964902457 3919581.561781366)
1570455,2012,184,Lightning,2012/07/03 00:00:00.000,0.1,35.30944444,-83.29055556,POINT (291754.3829669573 3909766.854845162)
1618428,2012,98,Lightning,2012/04/07 00:00:00.000,9.2,35.31101667,-83.23745,POINT (296587.2388086063 3909830.917211389)
1017479,1995,191,Lightning,,3.0,35.2917,-83.3917,POINT (282509.5870991107 3908015.726191712)
1017501,1995,192,Lightning,,3.0,35.3083,-83.6083,POINT (262857.0693050835 3910354.287505168)
1459382,2011,97,Lightning,2011/04/07 00:00:00.000,3.5,35.32,-83.57638889,POINT (265792.8022472051 3911576.338857145)
8445,2006,174,Lightning,2006/06/23 00:00:00.000,0.25,35.24555556,-83.48555556,POINT (273844.7177046373 3903106.678694327)
30832,2008,176,Lightning,2008/07/05 00:00:00.000,77.0,35.27166667,-83.49611111,POINT (272956.9817022628 3906027.464605162)
135290,2001,124,Lightning,2001/05/05 00:00:00.000,7.0,35.29833333,-83.46166667,POINT (276164.1192540462 3908907.411443591)
30853,2008,206,Lightning,2008/07/25 00:00:00.000,5.0,35.30638889,-83.29944444,POINT (290938.2399266533 3909446.620423493)
25913,2007,237,Lightning,2007/08/26 00:00:00.000,0.2,35.30694444,-83.57194444,POINT (266159.3087654251 3910117.460148041)
1033835,1999,265,Lightning,,0.3,35.25,-83.75,POINT (249791.2438414877 3904234.767982892)
1006705,1993,190,Lightning,,0.1,35.2683,-83.6783,POINT (256371.3140427737 3906086.46673827)
120133,1999,187,Lightning,1999/07/06 00:00:00.000,0.5,35.21694444,-83.80138889,POINT (245010.8551451318 3900698.281273847)
52683,1992,316,Lightning,1992/11/12 00:00:00.000,1.0,35.24,-83.71166667,POINT (253249.5612139927 3903029.30434535)
18959,2007,169,Lightning,2007/06/18 00:00:00.000,2.0,35.2425,-83.69916667,POINT (254394.8384311063 3903275.638547413)
52626,1992,315,Lightning,1992/11/10 00:00:00.000,0.1,35.255,-83.70166667,POINT (254205.0663264294 3904668.609552787)
83730,1995,80,Lightning,1995/03/22 00:00:00.000,8.0,35.26666667,-83.6,POINT (263490.7049439655 3905715.654149673)
120129,1999,265,Lightning,1999/09/23 00:00:00.000,0.5,35.265,-83.75638889,POINT (249256.0505584342 3905915.066823786)
120130,1999,265,Lightning,1999/09/23 00:00:00.000,0.5,35.26583333,-83.75583333,POINT (249309.171436466 3906006.114873921)
120118,1999,111,Lightning,1999/04/22 00:00:00.000,40.0,35.27472222,-83.85194444,POINT (240592.1845462597 3907239.611124821)
11243,2006,203,Lightning,2006/07/22 00:00:00.000,0.5,35.27972222,-83.71916667,POINT (252687.7476500618 3907454.88598397)
164911,2004,129,Lightning,2004/05/09 00:00:00.000,5.0,35.285,-83.74,POINT (250808.6290354847 3908092.613643555)
1012152,1994,119,Lightning,,1.0,35.2717,-83.1083,POINT (308237.6916530411 3905212.106274993)
1033933,1999,233,Lightning,,3.0,35.3,-83.0833,POINT (310577.8922229668 3908303.253807466)
1459402,2011,156,Lightning,2011/06/06 00:00:00.000,1.5,35.25138889,-83.26833333,POINT (293627.7300351486 3903280.233440949)
1006678,1993,191,Lightning,,0.2,35.265,-83.1683,POINT (302763.2271688428 3904586.574173995)
1033968,1999,98,Lightning,,2.5,35.2317,-83.405,POINT (281138.5180411965 3901388.967525394)
30858,2008,233,Lightning,2008/08/22 00:00:00.000,1.0,35.23527778,-83.31277778,POINT (289541.8032473393 3901586.377243581)
120119,1999,111,Lightning,1999/04/22 00:00:00.000,25.0,35.16861111,-83.23472222,POINT (296479.581440342 3894028.410570322)
1570503,2012,185,Lightning,2012/07/03 00:00:00.000,0.1,35.20888889,-83.30972222,POINT (289751.806172548 3898652.563930226)
1030225,1998,248,Lightning,,0.3,35.155,-83.055,POINT (312818.5137386611 3892165.481937593)
1638847,2013,103,Lightning,2013/04/19 00:00:00.000,53.0,35.205,-82.95944444,POINT (321632.7770943763 3897535.891919612)
1459400,2011,152,Lightning,2011/06/02 00:00:00.000,0.5,35.15666667,-83.22416667,POINT (297411.4239110805 3892681.883327735)
1030223,1998,248,Lightning,,0.3,35.175,-83.2183,POINT (297991.2522442855 3894703.616019875)
1033970,1999,111,Lightning,,18.0,35.175,-83.2517,POINT (294949.1655290746 3894772.011660338)
163913,2003,119,Lightning,2003/04/30 00:00:00.000,5.0,35.12888889,-83.89444444,POINT (236253.7812843195 3891171.810171278)
24940,2007,176,Lightning,2007/06/26 00:00:00.000,25.0,35.17138889,-83.79916667,POINT (245070.7557618758 3895638.435100128)
1638128,2013,107,Lightning,2013/04/17 00:00:00.000,1.3,35.17916667,-83.73083333,POINT (251319.4238092502 3896328.141447581)
1459401,2011,153,Lightning,2011/06/03 00:00:00.000,0.5,35.14888889,-83.20611111,POINT (299037.1584667146 3891782.481819285)
1030234,1998,257,Lightning,,0.1,35.155,-83.1417,POINT (304920.1436951018 3892332.111962068)
1026069,1997,186,Lightning,,0.1,35.155,-83.1517,POINT (304009.1340510902 3892351.774574154)
1176702,2010,109,Lightning,2010/04/20 00:00:00.000,76.0,35.082222200000004,-83.35972220000001,POINT (284866.2521559604 3884708.330782638)
30856,2008,219,Lightning,2008/08/07 00:00:00.000,7.0,35.02638889,-83.18277778,POINT (300865.3120155955 3878147.231978762)
25910,2007,236,Lightning,2007/08/25 00:00:00.000,5.0,35.06833333,-83.11833333,POINT (306844.3367279657 3882673.101878686)
74488,1994,118,Lightning,1994/04/29 00:00:00.000,18.0,35.095,-83.10833333,POINT (307818.8929707749 3885611.723698257)
27546,2008,153,Lightning,2008/06/02 00:00:00.000,0.5,35.11611111,-83.27083333,POINT (293057.364363839 3888279.198383935)
30838,2008,176,Lightning,2008/07/05 00:00:00.000,440.0,35.13111111,-83.27027778,POINT (293145.953970822 3889941.965396434)
1051944,2002,96,Lightning,,2.0,35.05,-83.7,POINT (253739.2200925509 3881921.610905328)
28022,2008,175,Lightning,2008/06/23 00:00:00.000,15.0,35.05138889,-83.73361111,POINT (250677.060437011 3882159.259737419)
112869,1998,256,Lightning,1998/09/13 00:00:00.000,3.0,35.06833333,-83.74,POINT (250145.8799613695 3884055.090486731)
83717,1995,197,Lightning,1995/07/16 00:00:00.000,0.2,35.09,-83.7,POINT (253859.4632955508 3886359.196733919)
104096,1998,50,Lightning,1998/02/22 00:00:00.000,10.0,35.09,-83.88666667,POINT (236837.579346403 3886836.637636298)
59333,1993,189,Lightning,1993/07/08 00:00:00.000,0.1,35.08166667,-83.31166667,POINT (289246.8233239131 3884543.978644775)
1033976,1999,235,Lightning,,0.7,35.0333,-83.1667,POINT (302348.9766993094 3878881.865303872)
926287,2002,230,Lightning,,0.1,34.9833,-82.7833,POINT (337228.7899010525 3872643.689383277)
910551,1999,234,Lightning,,0.5,34.9833,-82.9,POINT (326575.6572555243 3872840.081222324)
579018,2007,238,Lightning,,1.0,34.98332,-82.90029,POINT (326549.2260705945 3872842.803114065)
910555,1999,266,Lightning,,8.0,34.9944,-82.9614,POINT (320994.7459265737 3874179.606374931)
575349,2006,163,Lightning,,25.0,34.99675,-82.91443998,POINT (325286.0601228365 3874357.086948616)
583383,2008,181,Lightning,,8.0,35.00219,-82.80083,POINT (335666.3302587324 3874767.578942165)
583124,2008,173,Lightning,,1.0,35.01,-82.95666999999999,POINT (321460.3912737154 3875901.466393819)
578132,2007,159,Lightning,,205.0,35.01152002,-82.95806997,POINT (321335.938585535 3876072.570085095)
575359,2006,175,Lightning,,1.5,35.01175002,-82.95900999999999,POINT (321250.654704325 3876099.764478887)
135168,2001,105,Lightning,2001/04/15 00:00:00.000,1.0,35.02194444,-83.68333333,POINT (255175.9868419348 3878768.112421193)
1588385,2012,117,Lightning,2012/04/26 00:00:00.000,0.1,34.977715,-82.80088,POINT (335612.8227670114 3872053.018409342)
1475628,2011,160,Lightning,2011/06/10 00:00:00.000,0.1,35.009056,-82.822266,POINT (333723.8738284301 3875564.618158436)
1589562,2012,190,Lightning,2012/07/08 00:00:00.000,1.0,35.049999,-82.699997,POINT (344959.0721637151 3879908.927369664)
1589555,2012,190,Lightning,2012/07/08 00:00:00.000,0.2,35.066666,-82.666664,POINT (348030.2593001348 3881706.20821502)
1475617,2011,156,Lightning,2011/06/06 00:00:00.000,5.0,34.995529,-82.92421,POINT (324391.7122793344 3874238.795349143)
1006744,1993,193,Lightning,,0.2,35.0583,-82.9017,POINT (326578.9790835872 3881161.854572815)
1857613,2015,138,Lightning,2015/05/18 00:00:00.000,0.1,34.9912,-83.7585,POINT (248221.7976941838 3875544.404053593)
1176856,2010,106,Lightning,2010/04/16 00:00:00.000,1.2,35.0505556,-83.36916670000001,POINT (283921.5389469405 3881215.996473189)
121540,1999,112,Lightning,1999/04/24 00:00:00.000,45.0,34.94166667,-83.59166667,POINT (263310.4286105984 3869641.336075889)
154465,2002,220,Lightning,2002/08/09 00:00:00.000,14.9,34.92111111,-83.54944444,POINT (267109.2179059837 3867261.871000335)
28368,2008,203,Lightning,2008/07/22 00:00:00.000,107.2,34.94222222,-83.31277778,POINT (288787.0702763675 3869078.100727765)
58590,1993,195,Lightning,1993/07/14 00:00:00.000,1.0,34.95166667,-83.49666667,POINT (272016.1556134742 3870529.806389646)
58595,1993,211,Lightning,1993/07/31 00:00:00.000,2.0,34.96166667,-83.50166667,POINT (271587.2480312024 3871650.545396766)
27699,2008,170,Lightning,2008/06/22 00:00:00.000,54.2,34.99111111,-83.48888889,POINT (272835.5547640927 3874887.733684135)
137933,2001,167,Lightning,2001/06/17 00:00:00.000,12.0,34.9,-83.16666667,POINT (302031.4200488824 3864095.760767495)
112679,1998,250,Lightning,1998/09/07 00:00:00.000,5.0,34.90833333,-83.09166667,POINT (308904.5745366535 3864874.304506449)
59398,1993,106,Lightning,1993/04/17 00:00:00.000,5.0,34.93333333,-83.06666667,POINT (311246.2124865233 3867599.840774868)
99229,1997,88,Lightning,1997/03/30 00:00:00.000,27.0,34.93833333,-83.06833333,POINT (311105.439390248 3868157.588423723)
58589,1993,189,Lightning,1993/07/14 00:00:00.000,1050.0,34.94166667,-83.14,POINT (304567.2164017581 3868665.069748676)
152123,2002,159,Lightning,2002/06/09 00:00:00.000,1.0,34.96666667,-83.05,POINT (312844.4622335786 3871265.838794939)
32479,2008,179,Lightning,2008/06/30 00:00:00.000,150.0,34.96944444,-82.99416667,POINT (317948.6579251391 3871470.790304836)
96738,1997,143,Lightning,1997/05/24 00:00:00.000,17.2,34.99,-83.16166667,POINT (302704.1860621808 3874068.911178192)
15460,2006,170,Lightning,2006/06/19 00:00:00.000,3.0,35.01388889,-83.05,POINT (312951.9756431347 3876503.752149816)
583149,2008,179,Lightning,,1.0,34.94384,-82.86104,POINT (330050.7098997541 3868396.394380745)
926274,2002,204,Lightning,,0.5,34.95,-82.8333,POINT (332596.742553638 3869032.830757297)
590445,2005,91,Lightning,,3.0,34.95861001,-82.87889001,POINT (328451.2412697605 3870065.110650598)
27779,2008,170,Lightning,2008/06/18 00:00:00.000,0.1,34.88083333,-83.73527778,POINT (250006.9412539809 3863242.118715342)
27729,2008,179,Lightning,2008/06/28 00:00:00.000,0.2,34.87444444,-83.46416667,POINT (274773.5519457147 3861889.858570986)
583566,2008,190,Lightning,,0.1,34.85,-83.18333,POINT (300387.7326499573 3858582.749969389)
32500,2008,190,Lightning,2008/07/08 00:00:00.000,0.2,34.86416667,-83.19666667,POINT (299202.6606630435 3860180.795769345)
910483,1999,264,Lightning,,0.1,34.8672,-83.1181,POINT (306392.7187829937 3860362.574260783)
125529,1999,226,Lightning,1999/08/14 00:00:00.000,3.0,34.86722222,-83.1175,POINT (306447.6232649839 3860363.879309495)
579032,2007,244,Lightning,,8.0,34.8693,-83.15331,POINT (303178.7919832178 3860664.13389575)
1793580,2015,202,Lightning,2015/07/21 00:00:00.000,0.1,34.70638889,-83.25722222,POINT (293272.738407206 3842802.750238189)
1805367,2015,89,Lightning,2015/03/30 00:00:00.000,0.5,34.866028,-83.122917,POINT (305949.5904539066 3860241.897183535)
1458551,2011,205,Lightning,2011/07/25 00:00:00.000,3.0,34.90694444,-83.20833333,POINT (298240.6792075908 3864949.276614145)
1063115,2009,198,Lightning,2009/07/18 00:00:00.000,7.3,34.94722222,-83.15638889,POINT (303083.5684157857 3869313.465008548)
154460,2002,212,Lightning,2002/08/01 00:00:00.000,0.3,34.84416667,-83.60416667,POINT (261887.1519619236 3858854.931843932)
121487,1999,111,Lightning,1999/04/21 00:00:00.000,17.0,34.84222222,-83.7375,POINT (249686.7156651588 3858964.236932312)
108064,1998,252,Lightning,1998/09/14 00:00:00.000,15.5,34.85,-83.48333333,POINT (272954.1033226803 3859221.518981531)
1793427,2015,138,Lightning,2015/05/18 00:00:00.000,0.4,34.76694444,-83.37555556,POINT (282591.839211093 3849769.534233646)
1569950,2012,215,Lightning,2012/08/02 00:00:00.000,0.5,34.83333333,-83.44972222,POINT (275982.5666407851 3857297.048109089)
1613448,2012,214,Lightning,2012/08/01 00:00:00.000,0.5,34.84972222,-83.44972222,POINT (276027.0017157154 3859115.047665312)
