,eco1,eco2,eco3,eco4,eco5,eco6,eco8,eco9,eco10,eco11,eco1,eco2,eco3,eco4,eco5,eco6,eco8,eco9,eco10,eco11,eco1,eco2,eco3,eco4,eco5,eco6,eco8,eco9,eco10,eco11
1979-01-10T00:00:00Z,2.313161,2.333024,2.382346,2.3168,2.559058,2.684115,2.404914,2.458465,2.385741,2.739819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-11T00:00:00Z,2.80111,2.818202,2.690875,2.754115,2.75655,3.183136,2.819195,3.091164,2.698862,2.99177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-12T00:00:00Z,4.776285,5.455309,4.101048,4.822838,4.842492,3.995084,4.171572,4.666435,4.999495,4.208034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-13T00:00:00Z,4.410732,4.380359,3.983035,4.624532,3.786421,4.171252,4.025479,4.7686,4.568651,4.130397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-14T00:00:00Z,8.003274,8.176698,8.039065,8.016891,7.650012,8.052812,8.395335,8.531881,7.903593,8.718785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-15T00:00:00Z,3.428178,3.658181,3.486112,3.523888,3.307004,3.650772,3.507621,3.720346,3.434695,3.783155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-16T00:00:00Z,4.115101,3.706623,3.560491,3.676838,2.956488,3.897507,3.684541,4.055828,3.37503,3.878571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-17T00:00:00Z,5.822241,5.505318,5.145018,5.381969,4.364053,5.489975,5.417945,5.837778,5.017871,5.695446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-18T00:00:00Z,5.538486,5.624909,5.634339,5.360495,5.31895,5.97544,5.906231,5.961501,5.158332,6.354999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-19T00:00:00Z,6.228518,6.372458,5.959788,6.744416,5.723776,6.105443,5.559063,6.680319,6.71635,5.601857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-20T00:00:00Z,7.155287,6.888328,6.388626,7.178218,5.540301,6.808583,6.131023,7.708571,7.011768,6.42237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-21T00:00:00Z,8.942923,9.183407,8.407925,8.664741,8.327847,8.354067,8.533545,8.916027,8.520586,8.776509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-22T00:00:00Z,4.713783,4.685158,4.978839,4.525007,4.459213,5.414489,5.52539,5.457296,4.356868,5.887923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-23T00:00:00Z,7.105704,7.369912,6.866778,7.451017,6.248033,7.044023,6.702605,7.72498,7.433945,6.885662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-24T00:00:00Z,9.357452,9.521593,8.870098,9.324819,8.400306,8.592793,8.91556,9.521201,9.194116,9.043709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-25T00:00:00Z,8.138685,8.107043,8.490226,7.700173,7.543177,9.351921,9.311495,9.372316,7.411434,10.068465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-26T00:00:00Z,3.77697,3.912801,4.252704,3.83552,4.142544,4.637656,4.412287,4.453608,3.681229,4.897161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-27T00:00:00Z,5.109869,5.048392,4.467351,4.977475,3.946828,4.660959,4.164524,5.108387,4.787048,4.159811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-28T00:00:00Z,9.383988,9.291312,9.437943,8.931114,8.746489,10.028678,10.133168,10.350518,8.657387,10.685873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-29T00:00:00Z,6.60763,6.927935,7.028145,6.587358,6.516067,7.565397,7.37644,7.526505,6.333617,8.026301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-30T00:00:00Z,2.807819,3.015801,3.096665,2.905015,3.239688,3.422495,3.150615,3.209813,2.878763,3.570103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-01-31T00:00:00Z,7.862958,8.090183,7.627234,7.952098,7.346292,7.663182,7.620346,8.319192,7.881366,7.860605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-01T00:00:00Z,7.969984,8.226215,8.410725,7.853865,7.789636,8.893977,8.869272,8.947363,7.585958,9.575241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-02T00:00:00Z,2.77993,2.953832,2.802276,2.710516,2.968622,3.089738,2.874899,3.061825,2.687594,3.201971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-03T00:00:00Z,4.430594,3.907517,3.413596,3.575635,2.875475,3.996377,3.543777,4.249462,3.238574,3.795875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-04T00:00:00Z,5.609515,5.901039,5.801984,5.552496,5.451889,6.041667,6.087592,6.172842,5.387129,6.544632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-05T00:00:00Z,4.653688,4.846018,4.994099,4.621676,4.708564,5.34383,5.193487,5.248906,4.435729,5.703172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-06T00:00:00Z,5.013571,5.604969,4.287159,5.162271,4.708516,4.231953,4.166466,4.961585,5.357246,4.060637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-07T00:00:00Z,5.427438,5.536444,5.102583,5.18382,4.781848,5.505004,5.386473,5.910768,5.081923,5.6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-08T00:00:00Z,3.242579,3.212119,3.178858,2.992852,3.115449,3.453226,3.357031,3.465211,2.908334,3.606181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-09T00:00:00Z,6.42982,7.04555,6.377149,6.9032,6.373038,6.064516,5.926792,6.616908,6.828298,6.150973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-10T00:00:00Z,2.974546,2.964242,3.222986,2.766328,3.164874,3.723022,3.687218,3.562846,2.71642,4.068088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-11T00:00:00Z,2.861722,2.740637,2.621893,2.773334,2.425863,3.009676,2.833841,3.137264,2.65623,3.000089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-12T00:00:00Z,6.735753,6.434849,6.184882,6.308243,5.492631,6.49384,6.495815,6.92943,5.957531,6.739552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-13T00:00:00Z,3.056923,3.09988,2.726237,2.791611,2.737668,2.943922,2.730804,3.062741,2.702307,2.917824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-14T00:00:00Z,5.013422,4.752494,4.430361,4.817289,3.955269,4.464546,4.358411,4.99991,4.550868,4.455663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-15T00:00:00Z,8.333964,8.073186,7.025547,7.850805,6.238497,6.779319,6.729709,7.902711,7.478941,6.727969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-16T00:00:00Z,5.314539,5.542172,5.604465,5.883617,5.2842,5.342352,5.559471,5.642635,5.847552,5.695396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-17T00:00:00Z,6.539339,6.900074,6.09592,6.393157,6.771017,6.050251,6.218959,6.281247,6.465235,6.26356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-18T00:00:00Z,5.513124,5.549225,5.085372,5.195651,5.29913,5.304752,5.4809,5.894105,5.204829,5.647879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-19T00:00:00Z,3.851498,4.078839,3.912379,3.837249,3.547019,4.201329,4.070454,4.333355,3.634282,4.350285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-20T00:00:00Z,4.527696,4.879804,4.469237,5.216772,4.380989,4.51781,4.195836,5.053434,5.311555,4.216683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-21T00:00:00Z,5.142133,4.652078,4.822491,4.879999,3.796907,5.331528,5.072685,5.597244,4.56344,5.388173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-22T00:00:00Z,4.098756,4.153923,3.956947,4.376245,3.648784,4.04886,3.711525,4.316479,4.37655,3.751859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-23T00:00:00Z,3.904603,4.081767,3.93898,4.369713,3.628138,3.825579,3.842457,4.303725,4.312379,3.942975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-24T00:00:00Z,3.100959,3.14113,2.578537,2.868513,2.817053,2.772611,2.452168,2.938913,2.8357,2.490698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-25T00:00:00Z,6.063341,6.59297,5.983696,6.627266,6.188359,5.443314,5.619799,6.270733,6.780398,5.611793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-26T00:00:00Z,6.94808,7.406957,6.8062,7.218051,6.575063,6.762297,6.764274,7.409454,7.146585,6.884284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-27T00:00:00Z,4.147043,4.142074,4.233102,3.952767,3.819466,4.550347,4.399731,4.634804,3.762818,4.711462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-02-28T00:00:00Z,5.067517,5.339083,4.865972,5.560002,4.411737,4.754389,4.571244,5.376208,5.53454,4.565277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-01T00:00:00Z,4.244028,3.956387,3.940765,4.144423,3.33393,4.186609,3.799581,4.428662,3.932696,3.973709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-02T00:00:00Z,3.280141,3.454188,3.270161,3.580289,3.17717,3.207169,3.111172,3.542745,3.563142,3.147223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-03T00:00:00Z,10.414695,10.553337,9.766885,10.693117,9.225709,9.669435,9.553004,10.993905,10.750974,9.642511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-04T00:00:00Z,8.369313,8.19386,7.983928,8.135024,7.121879,8.425473,8.269108,8.927807,7.799206,8.691025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-05T00:00:00Z,3.788004,3.457706,3.531471,3.319829,3.430787,3.895431,3.730427,3.972106,3.093221,3.852107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-06T00:00:00Z,3.153476,3.658161,3.034319,3.365625,3.261321,3.078911,2.870181,3.221676,3.389217,2.941887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-07T00:00:00Z,3.247192,3.36048,3.048231,3.42548,2.95487,2.841522,2.865219,3.225393,3.356221,2.888265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-08T00:00:00Z,3.016921,3.189035,2.87814,3.123127,2.990311,2.903834,2.771421,3.099288,3.150193,2.845481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-09T00:00:00Z,4.233026,4.122391,4.144417,4.297318,3.673781,4.095993,4.079868,4.458289,4.090903,4.137295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-10T00:00:00Z,5.535217,5.311888,4.968941,5.179083,4.511815,5.041055,4.892861,5.456989,4.954543,4.989093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-11T00:00:00Z,8.123876,8.076935,7.987568,7.675692,7.358376,8.464096,8.583497,8.880697,7.438262,8.969545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-12T00:00:00Z,3.831456,3.81395,3.670719,3.544842,3.254233,4.077519,3.992671,4.212942,3.375881,4.251299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-13T00:00:00Z,6.749876,6.41868,6.357009,6.626351,5.478303,6.578322,6.214847,6.895127,6.231177,6.424055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-14T00:00:00Z,8.255411,8.156509,7.958859,7.896578,7.164787,8.275883,8.366398,8.735842,7.631853,8.746901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-15T00:00:00Z,6.223501,6.346187,6.223151,6.265785,5.683022,6.358404,6.27451,6.667614,6.071166,6.56394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-16T00:00:00Z,3.537432,4.010289,3.179768,3.910849,3.603325,2.985107,2.678502,3.355191,4.041188,2.6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-17T00:00:00Z,3.386707,3.660037,3.242342,3.677757,3.39402,3.098998,2.787784,3.241006,3.689255,2.857747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-18T00:00:00Z,2.93273,2.870571,2.881774,2.718757,2.623012,3.265022,2.954043,3.162247,2.619418,3.249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-19T00:00:00Z,2.383639,2.414752,2.167995,2.362864,2.100199,2.180817,2.174117,2.354819,2.354392,2.209839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-20T00:00:00Z,2.281643,2.270397,2.072464,2.167798,2.054986,2.376882,2.205421,2.483842,2.139331,2.278161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-21T00:00:00Z,3.375664,3.330789,3.071004,3.126324,3.124375,2.925141,3.04534,3.163809,3.071729,3.061963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-22T00:00:00Z,6.020769,6.72743,5.698092,6.905684,5.842224,5.242835,5.195307,6.174507,7.107902,5.035263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-23T00:00:00Z,9.602438,9.6491,9.065704,9.646402,8.301026,9.103325,8.969746,9.983584,9.467406,9.224045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-24T00:00:00Z,5.756327,6.025636,5.168243,5.791606,5.242865,4.62516,5.007825,5.351598,5.813065,4.914998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-25T00:00:00Z,6.305819,6.359408,5.855758,6.068378,5.602673,5.877998,5.918443,6.342692,5.955208,5.937209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-26T00:00:00Z,4.10343,4.17982,4.256244,3.993626,3.990559,4.534063,4.646638,4.612388,3.92814,4.893166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-27T00:00:00Z,2.624001,2.413205,1.987495,2.11966,1.751534,2.583593,2.158104,2.645268,1.985547,2.348165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-28T00:00:00Z,5.955797,5.905054,5.827991,6.242622,5.042164,5.847136,5.793647,6.393814,5.960848,5.922511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-29T00:00:00Z,6.786074,6.642017,6.162421,6.757166,5.598284,6.053387,5.980931,6.702396,6.398264,6.019785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-30T00:00:00Z,6.540621,6.466722,6.046765,6.681293,5.491233,5.830899,5.840996,6.503618,6.422064,5.860701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-03-31T00:00:00Z,6.232745,6.040584,5.535758,6.071014,5.187596,5.515729,5.163328,5.996342,5.839377,5.251286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-01T00:00:00Z,6.067101,6.060178,5.537183,6.110398,5.097595,5.430463,5.176116,6.073552,5.929706,5.237478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-02T00:00:00Z,5.537962,5.279935,5.465773,5.53642,4.713406,5.580045,5.684895,5.907114,5.320787,5.836251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-03T00:00:00Z,2.673351,2.475234,2.67988,2.666346,2.541744,2.546592,3.037793,2.704146,2.655887,3.055733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-04T00:00:00Z,5.588963,5.513308,5.210104,5.444704,4.866746,5.508424,5.386529,5.826535,5.307321,5.511385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-05T00:00:00Z,4.622483,4.779107,4.796528,4.638238,4.598415,4.899053,5.213666,5.100128,4.620975,5.457059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-06T00:00:00Z,6.942573,6.753596,7.095724,6.327777,6.327839,7.733159,7.96932,7.793109,6.057179,8.573253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-07T00:00:00Z,3.735814,3.569957,3.363969,3.272632,3.20486,3.956815,3.589039,3.980254,3.138497,3.883252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-08T00:00:00Z,7.620374,7.333621,6.777829,7.344848,5.980021,7.046642,6.517387,7.497187,6.95355,6.731275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-09T00:00:00Z,8.110668,8.080057,7.828874,7.80686,7.105353,8.039163,8.089534,8.473707,7.504168,8.32623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-10T00:00:00Z,2.922529,3.265917,2.92594,3.140029,2.961035,2.831936,2.854887,3.078913,3.175096,2.931759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-11T00:00:00Z,7.487698,8.031852,7.061448,8.331329,6.848934,6.636872,6.441047,7.695376,8.457501,6.37143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-12T00:00:00Z,5.743534,5.984399,5.519589,6.248699,5.105943,5.600462,5.419276,6.252548,6.312882,5.474661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-13T00:00:00Z,3.419947,3.460627,3.454679,3.637352,3.044421,3.693068,3.304995,3.664465,3.569765,3.402943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-14T00:00:00Z,4.022194,4.078015,4.044076,3.871341,3.910098,4.408394,4.319842,4.34289,3.794212,4.552824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-15T00:00:00Z,7.602914,7.436761,7.675648,7.151578,6.772181,8.214879,8.371886,8.418857,6.936974,8.824713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-16T00:00:00Z,5.868227,5.93999,5.83343,5.59255,5.224682,6.194844,6.180144,6.516213,5.384393,6.439807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-17T00:00:00Z,4.161294,4.149242,4.211989,4.10168,3.949964,4.586915,4.337969,4.578122,3.977535,4.565102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-18T00:00:00Z,3.203981,3.291722,3.29511,3.368776,3.1086,3.458233,3.247418,3.423973,3.304418,3.428198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-19T00:00:00Z,2.083156,2.136799,1.893687,1.931026,1.943689,1.787076,2.018613,2.079205,1.910929,2.05532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-20T00:00:00Z,2.437564,2.471894,2.439641,2.412232,2.357651,2.514444,2.432219,2.595091,2.363024,2.49034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-21T00:00:00Z,2.942284,2.88966,2.667065,2.856532,2.490259,2.791708,2.54904,2.88602,2.761231,2.700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-22T00:00:00Z,2.378504,2.60515,2.164521,2.387828,2.394443,2.111371,1.98507,2.268304,2.428329,2.069154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-23T00:00:00Z,4.074998,4.729287,3.743829,4.648808,4.10749,3.461282,3.216721,3.992777,4.811677,3.196937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-24T00:00:00Z,5.495202,5.923444,5.05329,5.791957,5.13858,4.999494,4.770221,5.608859,5.906626,4.848488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-25T00:00:00Z,6.537184,6.616471,5.568663,5.915192,5.622184,6.022679,5.806617,6.534331,5.834478,6.004597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-26T00:00:00Z,3.432066,3.524827,3.567446,3.421671,3.512939,3.672221,3.81334,3.669366,3.423905,4.02322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-27T00:00:00Z,4.525622,4.95977,4.670495,4.819961,4.680946,4.485977,4.581156,4.771405,4.811233,4.713034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-28T00:00:00Z,4.704245,5.021848,4.574639,4.905748,4.702967,4.420511,4.305605,4.778367,4.888997,4.359838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-29T00:00:00Z,1.930901,1.847127,1.782161,1.720393,1.81112,1.900219,1.85652,1.927728,1.680859,1.958846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-04-30T00:00:00Z,2.48695,2.267874,2.415324,2.248035,1.968762,2.74139,2.671576,2.740881,2.133096,2.823558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-05-01T00:00:00Z,2.401165,2.724432,2.120958,2.624411,2.467584,1.805572,1.886939,2.151535,2.694673,1.827059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-05-02T00:00:00Z,5.130343,5.387766,5.055201,5.531993,4.919444,5.083736,4.922782,5.49604,5.59778,4.986304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-05-03T00:00:00Z,6.372537,6.175492,6.1678,6.3811,5.439895,6.327383,6.012297,6.629082,6.157734,6.172617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-05-04T00:00:00Z,5.526621,5.275786,5.209899,5.189608,4.682913,5.340028,5.314777,5.576302,4.986832,5.397851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-05-05T00:00:00Z,2.501122,2.448691,2.091125,2.118996,2.342553,2.075461,1.996178,2.388928,2.063271,2.002597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-05-06T00:00:00Z,3.347987,3.344075,3.167446,3.379871,2.761831,3.237405,2.999903,3.467275,3.236096,3.093176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-05-07T00:00:00Z,4.879437,5.128286,4.751255,5.208865,4.577275,4.838494,4.590189,5.164761,5.179584,4.70224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
